data;titulo;nota;cargo;recomenda;perspectiva;tempo;pros;contras;conselho;link
09/03/2021 00:00;Excelente empresa;5;Ex-funcionário - Analista De Recursos Humanos (RH) Pleno;Recomenda;Perspectiva positiva;Trabalhou na GetNinjas em período integral por mais de 3 anos;Empresa jovem com cultura de startup.;Falta de alinhamento de estratégia.;NA;https://www.glassdoor.com.br/Avalia%C3%A7%C3%B5es/Avalia%C3%A7%C3%A3o-funcion%C3%A1rio-GetNinjas-RVW43718473.htm
03/03/2021 00:00;Otimo para aprendizado;5;Ex-funcionário - Product Manager;Recomenda;Perspectiva positiva;Trabalhou na GetNinjas em período integral;Liberdade para aprender e testar novas ideias;Dificuldade para implementar alguma ideias por ser um time super enxuto;NA;https://www.glassdoor.com.br/Avalia%C3%A7%C3%B5es/Avalia%C3%A7%C3%A3o-funcion%C3%A1rio-GetNinjas-RVW43396068.htm
03/03/2021 00:00;Òtima empresa;5;Funcionário atual - Front End Engineer;Recomenda;Perspectiva positiva;Trabalha na GetNinjas em período integral há mais de um ano;Equipe, gestor, pessoas,beneficios e ajuda;Nao tenho nenhum contra para a empresa;nenhum;https://www.glassdoor.com.br/Avalia%C3%A7%C3%B5es/Avalia%C3%A7%C3%A3o-funcion%C3%A1rio-GetNinjas-RVW43420467.htm
04/03/2021 00:00;Avaliação sobre a empresa getninjas;3;Funcionário atual - Web Designer;Recomenda;Perspectiva positiva;Trabalha na GetNinjas em período integral;Muito bom o essa empresa a forma de trabalhar e a forma a facilidade da comunicação com o cliente e o desenvolvedor;O ruim e poder ajuntar créditos para efetuar os pedidos;Alcançar os objetivos;https://www.glassdoor.com.br/Avalia%C3%A7%C3%B5es/Avalia%C3%A7%C3%A3o-funcion%C3%A1rio-GetNinjas-RVW43493406.htm
11/01/2021 00:00;Um bom lugar para se trabalhar;4;Funcionário atual - Product Designer Pleno;Recomenda;Perspectiva neutra;Trabalho na GetNinjas em período integral há menos de um ano;Existe flexibilidade tanto de trabalho, quanto de horário. Você terá a chance de dar suas opiniões e de propor formas de fazer as coisas. O ritmo de trabalho é rápido, porém ainda saudável, pelo menos para cargos de nível similar ao meu.;Estrutura organizacional e técnica confusa. Muitos legados técnicos, e muita coisa a ser refeita, para que o serviço tome uma boa direção.;NA;https://www.glassdoor.com.br/Avalia%C3%A7%C3%B5es/Avalia%C3%A7%C3%A3o-funcion%C3%A1rio-GetNinjas-RVW40482060.htm
25/10/2020 00:00;Zelo pelos funcionários e um ótimo lugar para desenvolvimento profissional;4;Funcionário atual - Desenvolvedor Frontend;Recomenda;Perspectiva positiva;Trabalha na GetNinjas em período integral há mais de um ano;A empresa é bem solícita e disposta a ajudar os funcionários a se sentirem o mais confortáveis possível. A empresa conta com uma equipe que tem como objetivo fornecer um ambiente de trabalho mais humanizado, confortável, com presentes constantes e dispondo aos funcionários serviços para auxiliálos a manter um equilíbrio de corpo e mente. Equipe de tecnologia hoje vive um momento bem legal, com pessoas pragmáticas com bastante foco em solução de problemas. É e sempre foi um setor muito forte da empresa.;Falta clareza com relação a questão das possibilidades de carreira e de promoção, que hoje é muito subjetivo, gerando dǘvidas se realmente estamos ou não sendo avaliados. Pouca ousadia para inovar na questão tecnológica, progressos a passos lentos que desmotivam os funcionários com o passar do tempo.;NA;https://www.glassdoor.com.br/Avalia%C3%A7%C3%B5es/Avalia%C3%A7%C3%A3o-funcion%C3%A1rio-GetNinjas-RVW37602749.htm
10/11/2020 00:00;Muito bom;5;Funcionário atual - Designer;Recomenda;Perspectiva positiva;Trabalha na GetNinjas em período integral há mais de um ano; Ambiente muito bom, todos tem voz e espaço para sugestões, ideias e desenvolvimento próprio.  As coisas acontecem de forma rápida, embora pudesse ser melhorado.  Os processos estão cada vez mais maduros, é uma empresa que está à frente do mercado com relação a processos e ferramentas.; Pouco reconhecimento salarial  Falta diversidade, principalmente em cargos de liderança;NA;https://www.glassdoor.com.br/Avalia%C3%A7%C3%B5es/Avalia%C3%A7%C3%A3o-funcion%C3%A1rio-GetNinjas-RVW38207213.htm
14/10/2020 00:00;Uma empresa preocupada com seus Ninjas;5;Funcionário atual - Desenvolvedor;Recomenda;Perspectiva positiva;Trabalha na GetNinjas em período integral há mais de um ano; Empresa cresce ano a ano, muito terreno para implantar conhecimentos, equipe tecnica excelente. Forte cultura de colaboração.; Falta de mapeamento de processos. Empresa depende muito do conhecimento de pessoas que já saíram. Falta de clareza de direção do nosso produto e em consequencia entrega.;Precisamos de um norte para que as pessoas que hoje fazem parte da empresa não desistam do trabalham que fazem e podem fazer ainda mais aqui. Precisamos de métricas claras, para conseguirmos entregar o que é preciso.;https://www.glassdoor.com.br/Avalia%C3%A7%C3%B5es/Avalia%C3%A7%C3%A3o-funcion%C3%A1rio-GetNinjas-RVW37125886.htm
29/01/2021 00:00;Um exemplo para o Brasil;4;Funcionário atual - Especialista Em TI;Recomenda;Perspectiva positiva;Trabalho na GetNinjas em período integral há menos de um ano;Empresa corretíssima e humana ótimos sistemas para a gente trabalhar;Ter uma política para reter os Profissionais;Ter uma política para reter os Profissionais e mantenha o full homeoffice!;https://www.glassdoor.com.br/Avalia%C3%A7%C3%B5es/Avalia%C3%A7%C3%A3o-funcion%C3%A1rio-GetNinjas-RVW41618175.htm
16/10/2020 00:00;Melhor ambiente para crescimento profissional;5;Ex-funcionário - Product Manager;Recomenda;Perspectiva positiva;Trabalhou na GetNinjas em período integral por mais de 5 anos;Mercado bem interessante, com grande impacto social. Ambiente bastante colaborativo e respeitoso, com autonomia para propor e executar novos projetos e muitas oportunidades de crescimento. Pessoas com alta qualidade técnica tornam a empresa um lugar excelente para aprender!;Empresa em rápido crescimento, falta estruturar melhor alguns processos;Continue valorizando as pessoas e abrindo oportunidades de crescimento profissional;https://www.glassdoor.com.br/Avalia%C3%A7%C3%B5es/Avalia%C3%A7%C3%A3o-funcion%C3%A1rio-GetNinjas-RVW37236766.htm
04/12/2020 00:00;Excelente;5;Funcionário atual - Senior Mobile Developer;Recomenda;Perspectiva positiva;Trabalha na GetNinjas em período integral há mais de um ano;Sabem ouvir os colaboradores e aprendem a crescer juntos;Seria interessante fortalecer algumas stacks importantes na empresa;NA;https://www.glassdoor.com.br/Avalia%C3%A7%C3%B5es/Avalia%C3%A7%C3%A3o-funcion%C3%A1rio-GetNinjas-RVW39077064.htm
29/09/2020 00:00;Excelente Empresa;5;Ex-funcionário - Assistente De Marketing;Recomenda;Perspectiva positiva;Trabalhou na GetNinjas em período integral por mais de um ano;Espaço respeitoso, deixa os funcionários livres e costumam confiar bastante no potencial de cada um.;Processos seletivos muito estreitos e pouco amplos.;NA;https://www.glassdoor.com.br/Avalia%C3%A7%C3%B5es/Avalia%C3%A7%C3%A3o-funcion%C3%A1rio-GetNinjas-RVW36520496.htm
20/10/2020 00:00;GetNinjas Experiência;3;Funcionário atual - Customer Success Analyst;Recomenda;Perspectiva positiva;Trabalho na GetNinjas em meio período há menos de um ano;Time de CS muito engajado. Time de Pessoas e Cultura sempre pensando no bem estar das pessoas, benefícios;Salário nada compatível com o mercado. Salário de um analista é igual a de um estagiário. Metas agressivas. Muitas informações para aprender em pouco tempo.;melhorar muito o aplicativo pensando mais no profissional.;https://www.glassdoor.com.br/Avalia%C3%A7%C3%B5es/Avalia%C3%A7%C3%A3o-funcion%C3%A1rio-GetNinjas-RVW37389559.htm
12/02/2020 00:00;Lugar fantástico para começar a carreria!;5;Funcionário atual - Analista De Negócios;Recomenda;Perspectiva positiva;Trabalha na GetNinjas em período integral há mais de um ano;A empresa é um lugar fantástico para trabalhar, com ambiente muito amigável e casual, flexibilidade de horários e diversidade. Além disso, sinto que no GetNinjas o aprendizado é valorizado: tive apoio de meu líder sempre que quis aprender algo. Há bastante permeabilidade entre áreas, o que agiliza muito a resolução de problemas. Muito pouca burocracia no diaadia.;Sinto que algumas vezes a alta liderança não tem uma estratégia a longo prazo para as áreas, ou até para a empresa. Para alguns cargos e áreas faltam pessoas senior que possam de fato desenvolver os outros, causando alguma estagnação técnica em certas áreas. Remuneração e befícios estão um pouco a baixo do mecardo com que a empresa compete por talento.;Tentar comunicar uma visão estratégica, e buscar líderes e colaboradores com experiência que possam de fato elevar o patamar dos times. Encontrar uma solução para o problema de alto turnover;https://www.glassdoor.com.br/Avalia%C3%A7%C3%B5es/Avalia%C3%A7%C3%A3o-funcion%C3%A1rio-GetNinjas-RVW31822814.htm
12/06/2020 00:00;Estão sendo os anos de maior evolução da minha vida;5;Funcionário atual - Desenvolvedor Sênior;Recomenda;Perspectiva positiva;Trabalha na GetNinjas em período integral há mais de 3 anos;Gosto de trabalhar no GetNinjas porque aqui me sinto muito bem, é uma escola e é como se fosse minha segunda casa, tenho orgulho! Todos estão abertas a ouvir minha opinião e compartilhar conhecimento. Me sinto cuidado pelo time de RH, eles sempre buscando trazer mais benefícios para os colaboradores.;A empresa etá crescendo e se faz necessário melhorar alguns processos dentro de Tech.;NA;https://www.glassdoor.com.br/Avalia%C3%A7%C3%B5es/Avalia%C3%A7%C3%A3o-funcion%C3%A1rio-GetNinjas-RVW33673225.htm
11/05/2020 00:00;Positiva;5;Funcionário atual - Analista De Customer Service;Recomenda;Perspectiva positiva;Trabalha na GetNinjas em período integral;"A empresa tem uma grande preocupação com seus colaboradores. Sempre preocupados em saber a opinião de cada um. E um dos valores o que me encantou foi ""seu problema é meu problema .";Não encontrei nenhum ponto negativo .;Que continue com essa visão de criar um clima bom e acreditando em dura colaboradores.;https://www.glassdoor.com.br/Avalia%C3%A7%C3%B5es/Avalia%C3%A7%C3%A3o-funcion%C3%A1rio-GetNinjas-RVW33128140.htm
17/04/2020 00:00;Boa para iniciar carreira mas salários abaixo da média;2;Ex-funcionário - Desenvolvedor Front End;Recomenda;Perspectiva negativa;Trabalhou na GetNinjas em período integral;Comida no escritório, liberdade de horário, benefícios (vr, plano de saúde, gympass), localização.;Time de tecnologia não participa ativamente de tomadas de decisão, mais como execução. Salários abaixo da média Diretoria com pensamento engessado, difícil de dialogar e implementar novas estratégias.;O business da empresa é digital e por isso os times de tech, que hoje são o core da empresa, deveriam ser melhor valorizados.Valorizar os funcionários de uma forma geral, na realidade, e não por fachada de empresa com poltronas confortáveis e comida livre, mas sim pelo valor que cada um tem a oferecer à empresa. Se não quer time de tecnologia deveria repensar o modelo de negócio!;https://www.glassdoor.com.br/Avalia%C3%A7%C3%B5es/Avalia%C3%A7%C3%A3o-funcion%C3%A1rio-GetNinjas-RVW32771224.htm
03/03/2020 00:00;Bom lugar para trabalhar;5;Ex-funcionário - Desenvolvedor Júnior;Recomenda;Perspectiva negativa;Trabalhou na GetNinjas em período integral por mais de um ano;#NAME?;Infelizmente tem alguns problemas em relação como as demandas de produto e da direção são passadas para tecnologia, algumas vezes as demandas vem com prazo curto, e muitas vezes não tem tempo para focar em débito técnico.;NA;https://www.glassdoor.com.br/Avalia%C3%A7%C3%B5es/Avalia%C3%A7%C3%A3o-funcion%C3%A1rio-GetNinjas-RVW32186181.htm
15/02/2020 00:00;Rumo ao IPO!;5;Funcionário atual - Funcionário confidencial;Recomenda;Perspectiva positiva;Trabalha na GetNinjas em período integral há mais de 5 anos;Ambiente, missão, pesperctiva de crescimento do negócios;Barulho no escritório me incomodava mas a empresa reformulou todo o escritório e esta bem melhor. O azar é que logo depois começou uma obra no terreno do lado, mas perguntamos e logo o barulho vai parar;Continue com o foco de transformar o negócio em 10x maior ;https://www.glassdoor.com.br/Avalia%C3%A7%C3%B5es/Avalia%C3%A7%C3%A3o-funcion%C3%A1rio-GetNinjas-RVW31882368.htm
15/02/2020 00:00;Evolução Profissional;5;Funcionário atual - Funcionário confidencial;Recomenda;Perspectiva positiva;Trabalho na GetNinjas em período integral há menos de um ano;Empresa em crescimento acelerado, propiciando ótimas perspectivas de evolução profissional para a equipe.;Alguns processos ainda estão em processo de consolidação.;Continuem investindo na construção de uma equipe que veste a camisa da empresa.;https://www.glassdoor.com.br/Avalia%C3%A7%C3%B5es/Avalia%C3%A7%C3%A3o-funcion%C3%A1rio-GetNinjas-RVW31884065.htm
05/11/2019 00:00;Ótimo ambiente de trabalho!;5;Funcionário atual - Analista de Comunicação SR;Recomenda;Perspectiva positiva;Trabalho na GetNinjas em período integral há menos de um ano;Ambiente leve de trabalhar. Todas as pessoas são amigáveis e entendem que o trabalho em grupo é o segredo do progresso.;"Alto nível de rotatividade. Muita gente boa e jovem entra e não fica muito tempo por querer conhecer o mercado lá fora e por não ter medo de arriscar. Isso gera um pouco de inconsistência nos projetos que gostaríamos de criar e manter ""funcionando' internamente.";NA;https://www.glassdoor.com.br/Avalia%C3%A7%C3%B5es/Avalia%C3%A7%C3%A3o-funcion%C3%A1rio-GetNinjas-RVW30211756.htm
26/02/2020 00:00;Ótimo lugar para aprender;4;Ex-funcionário - Desenvolvedor De Software Sênior;Não recomenda;Perspectiva neutra;Trabalhou na GetNinjas em período integral por mais de 3 anos;maioria do código muito bom, poucos legados, ambiente descontraído, liberdade para questionar e pouca ou nenhuma pressão;pressão quase Zero, muitas pessoas desmotivadas e entregas lentas. Muito medo de tomar risco, de querer inovar, não mais uma startup, só um empresa de páginas amarelas;crescimento baixo e continuo é bom, é fácil, mas não da a menor vontade de se empenhar;https://www.glassdoor.com.br/Avalia%C3%A7%C3%B5es/Avalia%C3%A7%C3%A3o-funcion%C3%A1rio-GetNinjas-RVW32082424.htm
23/04/2020 00:00;Uma empresa boa para começar;4;Ex-funcionário - Desenvolvedor Front End;Recomenda;Perspectiva neutra;Trabalhei na GetNinjas em período integral por menos de um ano;Tecnologia levada a sério, dando margem a aprendizados;Subestima muito os desenvolvedores, colocando o nível abaixo do que é no mercado;NA;https://www.glassdoor.com.br/Avalia%C3%A7%C3%B5es/Avalia%C3%A7%C3%A3o-funcion%C3%A1rio-GetNinjas-RVW32858425.htm
03/09/2019 00:00;Sem dúvidas o melhor lugar em que trabalhei.;5;Funcionário atual - Employer Branding Analyst;Recomenda;Perspectiva positiva;Trabalha na GetNinjas em período integral há mais de 3 anos;O GetNinjas tem flexibilidade de horário, não tem dress code, tem comida no escritório todos os dias, tem diversos benefícios e melhor que tudo isso, é um ambiente agradável e confortável para qualquer pessoa. A diversidade é bem presente e os funcionários são muito unidos, respeitados. É muito legal, sem contar o impacto social que a empresa tem.;É uma empresa pequena, lá você aprende a fazer de tudo. Pois é preciso, mas acredito que isso seja mais uma vantagem do que desvantagem!;Continue assim!;https://www.glassdoor.com.br/Avalia%C3%A7%C3%B5es/Avalia%C3%A7%C3%A3o-funcion%C3%A1rio-GetNinjas-RVW29009529.htm
20/09/2019 00:00;Melhor empresa para se trabalhar!;5;Funcionário atual - Funcionário confidencial;Recomenda;Perspectiva positiva;Trabalha na GetNinjas em período integral há mais de 3 anos; Flexibilidade de horário  Oportunidade de crescimento  Boa localização  Comidas (Frutas cortadinhas) free.  Ideias valem mais que cargos; Alguns colaboradores, não dão valor nas coisas boas que a empresa oferece.;NA;https://www.glassdoor.com.br/Avalia%C3%A7%C3%B5es/Avalia%C3%A7%C3%A3o-funcion%C3%A1rio-GetNinjas-RVW29351643.htm
31/01/2020 00:00;No caminho certo;3;Funcionário atual - Analista Júnior;Recomenda;Perspectiva positiva;Trabalha na GetNinjas em período integral há mais de 3 anos;Comidinhas no office, plano de saúde, gympass, clima descontraído.;Área pequena, pouco desenvolvimento e líderes que não são líderes;Nenhum.;https://www.glassdoor.com.br/Avalia%C3%A7%C3%B5es/Avalia%C3%A7%C3%A3o-funcion%C3%A1rio-GetNinjas-RVW31614125.htm
14/10/2019 00:00;É um bom lugar para se aprender;3;Funcionário atual - Desenvolvedor Front-end Sênior;Recomenda;Perspectiva positiva;Trabalha na GetNinjas em período integral há mais de 3 anos; Aprendizado muito bom e chances de aprender sobre outras áreas, como produto e BI.  O Ambiente é muito bom e as pessoas da empresa são super receptivas a conversar, tirar dúvidas etc.; Sem muita perspectiva de crescimento depois que você alcança um certo nível.  As decisões top/down na maioria das vezes não leva em consideração ops colaboradores.;Começar a olhar com mais carinho para as pessoas dentro da empresa.;https://www.glassdoor.com.br/Avalia%C3%A7%C3%B5es/Avalia%C3%A7%C3%A3o-funcion%C3%A1rio-GetNinjas-RVW29790570.htm
27/07/2019 00:00;Ambiente de trabalho saudável e um ótimo lugar para aprender;5;Funcionário atual - Desenvolvedor Mobile Sênior;Recomenda;Perspectiva positiva;Trabalha na GetNinjas em período integral há mais de 3 anos;As pessoas da empresa são sensacionais, sempre dispostas a ajudar. O lugar é ótimo para aprender, tem flexibilidade de horário e praticamente não existe hierarquia de idéias.;Os objetivos tecnológicos da empresa ainda são incertos.;NA;https://www.glassdoor.com.br/Avalia%C3%A7%C3%B5es/Avalia%C3%A7%C3%A3o-funcion%C3%A1rio-GetNinjas-RVW28278958.htm
02/05/2019 00:00;Um excelente lugar pra trabalhar;5;Supervisor/Coordenador;Recomenda;NA;Trabalho na GetNinjas;"Muito potencial de crescimento, time incrível com pessoas muito boas no que fazem, bastante autonomia para contribuir com ideias, desapego a cargos (um dos valores é ""ideias valem mais que cargos""). O impacto social do negócio também é incrível!";Nada muito relevante, acho que são os pontos comuns para startup: falta estruturar melhor processos, melhorar a forma de reconhecer contribuições, ter um plano de evolução na carreira mais claro;NA;https://www.glassdoor.com.br/Avalia%C3%A7%C3%B5es/Avalia%C3%A7%C3%A3o-funcion%C3%A1rio-GetNinjas-RVW27390540.htm
26/03/2019 00:00;Ótimo ambiente para trabalhar, aprender e se desenvolver;5;Data Scientist;Recomenda;NA;Trabalho na GetNinjas;Bastante autonomia para o time participar do processo de desenvolvimento do produto e das tomadas de decisão, horário flexível, sem dress code, ambiente extremamente amigável, bastante integração entre os funcionários dentro e fora do local de trabalho;Benefícios poderiam ser mais condizentes com o resto do mercado e a comunicação interna tem espaço para melhorias. Algumas tarefas realizadas pelos times não tem a visibilidade necessária e isso pode levar a desinformação em alguns contextos;NA;https://www.glassdoor.com.br/Avalia%C3%A7%C3%B5es/Avalia%C3%A7%C3%A3o-funcion%C3%A1rio-GetNinjas-RVW27343210.htm
18/10/2019 00:00;Lugar excelente para aprendizado;4;Funcionário atual - Analista;Recomenda;Perspectiva positiva;Trabalha na GetNinjas em período integral há mais de um ano;Horizontalidade, liberdade para discussões e sugerir ideias. É um ótimo ambiente para aprender e ter contato com ótimos profissionais;Desorganização, mudanças de prioridade e indefinição nos processos.;Valorizar outras áreas além dos profissionais formados em engenharia;https://www.glassdoor.com.br/Avalia%C3%A7%C3%B5es/Avalia%C3%A7%C3%A3o-funcion%C3%A1rio-GetNinjas-RVW29886114.htm
17/07/2019 00:00;Amo ser um Ninja;5;Funcionário atual - Analista De Backoffice Júnior;Recomenda;Perspectiva positiva;Trabalha na GetNinjas em período integral há mais de um ano;Liberdade de ser quem é, trabalho em equipe, suas idéias são bem vindas;Carga Horária extensa, Salário não tão atrativo;NA;https://www.glassdoor.com.br/Avalia%C3%A7%C3%B5es/Avalia%C3%A7%C3%A3o-funcion%C3%A1rio-GetNinjas-RVW28074933.htm
26/09/2018 00:00;Ambiente amigável, inovador e desafiador;5;Analista;Recomenda;NA;Trabalho na GetNinjas;Empresa com alto impacto social. Você acorda todas as manhãs sabendo pra quem trabalhar, quem são as pessoas/profissionais que usam a plataforma para conseguir clientes e como isso impacta na vida deles. É muito prazeroso saber que trabalhamos para ajudar pessoas no Brasil inteiro. Além disso, a empresa tem uma ótima localização, uma série de benefícios, um espaço agradável e descontraído e um ambiente onde o aprendizado é diário. A troca de informações entre as equipes é constante e isso colabora para que a gente acabe conhecendo mais de outras áreas, o que promove um desenvolvimento profissional altíssimo.;Equipes poderiam se integrar mais, algo que depende mais dos funcionários do que da empresa, e ver além do lado tecnológico, que também é importante.;Continue voando, porque a oportunidade do GetNinjas é muito grande e pode beneficiar não só os funcionários da empresa, como também pessoas por todo o Brasil.;https://www.glassdoor.com.br/Avalia%C3%A7%C3%B5es/Avalia%C3%A7%C3%A3o-funcion%C3%A1rio-GetNinjas-RVW27069992.htm
05/04/2019 00:00;excelente ambiente de trabalho;5;;Recomenda;NA;Trabalho na GetNinjas;A cultura é muito boa, dão oportunidades para crescer e isso é excelente, o ambiente de trabalho é otimo com uma otima energia, sempre acordo querendo vir trabalhar;a empresa perde muitos talentos, o que faz perguntar o por que disso, talvez remuneração ou reconhecimento, tlvez se melhorassem isso seria um diferencial;NA;https://www.glassdoor.com.br/Avalia%C3%A7%C3%B5es/Avalia%C3%A7%C3%A3o-funcion%C3%A1rio-GetNinjas-RVW27350100.htm
21/03/2019 00:00;Melhor empresa que já trabalhei;5;Desenvolvedor;Recomenda;NA;Trabalho na GetNinjas;Autonomia é bem grande e o impacto social que empresa gera me deixa muito orgulhoso do meu trabalho. A liderança é bem próxima ao time e aberta a sugestões.;Não vejo muitos pontos negativos, talvez ter um maior alinhamento entre as áreas mas creio que é algo comum em uma empresa que ainda esta solidificando seus processos.;NA;https://www.glassdoor.com.br/Avalia%C3%A7%C3%B5es/Avalia%C3%A7%C3%A3o-funcion%C3%A1rio-GetNinjas-RVW27340210.htm
13/02/2019 00:00;GetNinjas é oportunidade de desenvolvimento.;5;Supervisor/Coordenador;Recomenda;NA;Trabalho na GetNinjas;ambiente, Liberdade de expressão, liberdade e incentivo para conhecermos noivas areas, bom relacionamento com as pessoas e apoio para crescimento profissional.;Ainda falta um pouco de encontro de informações entre os times e mais alinhamento com algumas ações, mas já percebo grande evolução da empresa e de todos e principalmente esforços para melhorarmos;Mais proximidade e compreensão dos processos das áreas;https://www.glassdoor.com.br/Avalia%C3%A7%C3%B5es/Avalia%C3%A7%C3%A3o-funcion%C3%A1rio-GetNinjas-RVW27316144.htm
27/02/2019 00:00;Que empresa!;5;Analista De Pesquisa Júnior;Recomenda;NA;Trabalho na GetNinjas;O GetNinjas é a famosa empresa dos sonhos. Você tem visibilidade para crescimento reconhecimento profissional. Dão oportunidades a quem se mostrar. É realmente uma empresa incrível;Acredito que não há pontos negativos a serem citados. A empresa está crescendo cada vez mais, e todos mantém firme os valores dela. Realmente demais!;Continuem assim!;https://www.glassdoor.com.br/Avalia%C3%A7%C3%B5es/Avalia%C3%A7%C3%A3o-funcion%C3%A1rio-GetNinjas-RVW27326122.htm
26/09/2018 00:00;Um ambiente agradável para quem tem sede de conhecimento e não curte um ambiente engessado como o de grandes corporações.;5;;Recomenda;NA;Trabalho na GetNinjas;É um lugar que me trouxe muito aprendizado profissional e oportunidades, o RH e os vários gestores que já tive sempre dão ouvidos a novas ideias (ideias valem mais do que cargos) e há reconhecimento do seu esforço. Uma empresa com um clima leve e familiar, ótimo para quem busca conhecimento e até para quem ainda está indeciso sobre qual carreira seguir!;Apesar de ser algo próprio do perfil de startups, pelas mudanças constantes no produto, a comunicação entre as áreas às vezes não é tão efetiva e isso pode gerar descontentamento para alguns funcionários.;NA;https://www.glassdoor.com.br/Avalia%C3%A7%C3%B5es/Avalia%C3%A7%C3%A3o-funcion%C3%A1rio-GetNinjas-RVW27070008.htm
02/05/2019 00:00;Empresa precisa de gestores mais capacitados;2;Gerente;Não recomenda;NA;Trabalhei na GetNinjas por mais de um ano;Empresa ok. Precisa melhorar a forma conduz a gestão de carreira, cargos e salários dos funcionários. Existe muita preferência por alguns e pouca gestão para melhorar a expectativa de carreira com a equipe.;Precisa melhorar a forma conduz a gestão de carreira, cargos e salários dos funcionários. Existe muita preferência por alguns e pouca gestão para melhorar a expectativa de carreira com a equipe.;Ser mais ética e profissional, principal nos cargos de alta liderança.;https://www.glassdoor.com.br/Avalia%C3%A7%C3%B5es/Avalia%C3%A7%C3%A3o-funcion%C3%A1rio-GetNinjas-RVW27368590.htm
26/09/2018 00:00;Um lugar para trabalhar e aprender!;5;;Recomenda;NA;Trabalho na GetNinjas; A empresa se preocupa com o bem estar do funcionário, tanto na infraestrutura do local quanto em questões de saúde mental, o que é muito difícil de se encontrar atualmente em outras empresas.  Pessoal em geral educado, com vontade de aprender e compartilhar conhecimento.  Poder participar de diversos projetos e ajudar eles a se desenvolverem, pois ideias são escutadas e quando boas são executadas.; Muitas vezes acabamos não emendando feriados, e seria interessante nesses casos haver a opção de fazer home office no dia do feriado e folgar no dia da emenda com o final de semana, por exemplo.;NA;https://www.glassdoor.com.br/Avalia%C3%A7%C3%B5es/Avalia%C3%A7%C3%A3o-funcion%C3%A1rio-GetNinjas-RVW27070011.htm
28/10/2018 00:00;Excelente empresa!;5;Estagiário De Business Intelligence (BI);Recomenda;NA;Trabalho na GetNinjas;Clima descontraído, sem hierarquia para trabalho. Suas ideias serão ouvidas e trarão debate que fomenta o pensamento e a melhoria do produto. Muito espaço para aprendizado e desenvolvimento de novas habilidades.;"Às vezes falta comunicação entre os times e no geral, há pouca documentação sobre o que é feito por cada um, tornando as informações necessárias para um novo projeto um pouco ""espalhadas"" nas várias fontes de uso.";NA;https://www.glassdoor.com.br/Avalia%C3%A7%C3%B5es/Avalia%C3%A7%C3%A3o-funcion%C3%A1rio-GetNinjas-RVW27089802.htm
18/09/2018 00:00;GetNinjas, uma paixão a parte.;5;Assistente De Vendas;Recomenda;NA;Trabalho na GetNinjas;Local de trabalho, oportunidades de crescimento e visualização de desempenho. Companheiros de trabalho são muito solícitos e realmente te auxiliam no que precisar. A forma de feedbacks também é incrível e muito transparente.;Acredito que a valorização de seus funcionários e aprimoramento de cada um é essencial. Sentirse inseguro com outros funcionários e falta de acompanhamento do RH sobre o andamento de cada área.;NA;https://www.glassdoor.com.br/Avalia%C3%A7%C3%B5es/Avalia%C3%A7%C3%A3o-funcion%C3%A1rio-GetNinjas-RVW27294893.htm
26/09/2018 00:00;um ótimo lugar para crescer profissionalmente;4;;Recomenda;NA;Trabalho na GetNinjas;A empresa tem uma ótima estrutura, as pessoas são bem abertas para conversas e amizades, e liberdade para novos projetos a convivência faz com que você tenha vontade de vir trabalhar e ótima localização;Alguns dos problemas é a má liderança de algumas equipes por justamente darem muita importancia para pessoas que não possuem skils para gerenciar pessoas outro problema é o salario que é abaixo do mercado.;Deem mais atenção e ouvidos para outras pessoas, reparem quem é um verdadeiro lider e não deixem a liderança com qualquerm um;https://www.glassdoor.com.br/Avalia%C3%A7%C3%B5es/Avalia%C3%A7%C3%A3o-funcion%C3%A1rio-GetNinjas-RVW27070041.htm
26/09/2018 00:00;Empresa família!;4;Analista;Recomenda;NA;Trabalho na GetNinjas;Empresa pertinho do metrô. Tem comidinhas e cafezinho todo dia. Você trabalha suas 40h semanais sem ficar preso a horário muito fixo e também pode ir vestido como quiser, sem preconceito! Plano de saúde é ótimo! E Gympass é amor!;O valor diário do Vale Refeição não atende a média dos restaurantes da região. Apesar de ter comida sempre na cozinha, o valor para o almoço é baixo.;NA;https://www.glassdoor.com.br/Avalia%C3%A7%C3%B5es/Avalia%C3%A7%C3%A3o-funcion%C3%A1rio-GetNinjas-RVW27295141.htm
